ID,Received.DBT.Intervention.,Teacher.Same.Ethnicity.,Teacher.Same.Gender.,Behavioral.Regulation.Slope...Teacher.Report,Meta.Cognitive.Slope...Teacher.Report,All.Executive.Functions.Slope...Teacher.Report,Behavioral.Regulation.Slope...Student.Self.Report,Meta.Cognitive.Slope...Student.Self.Report,All.Executive.Functions.Slope...Student.Self.Report,Mindfulness.Slop,Emotional.Regulation.Slope,Discipline.Incidents.Slope,Self.Reflection.Slope,In.School.Suspension.Slope,Out.of.School.Suspension.Slope,ELA.Grade,Math.Grade,Female.,Free.Reduced.School.Lunch.Group,Economic.Distress.,Mother.at.Home.,Father.at.Home.,Adult.Brother.at.Home.,Adult.Sister.at.Home.,Grandparent.at.Home.,Other.Adult.at.Home.,Total.Number.of.Adults.st.Home,Special.Education.Status,Intellectual.Impairment.,Social.Emotional.Impairment,High.Risk.Category,Years.at.This.School,Number.of.School.Absences,Year.2.Incidents,Ethnicity.Asian,Ethnicity.American_Indian,Ethnicity.Black,Ethnicity.Multiracial,Ethnicity.White
179,NA,0,1,-0.032462949894143,-0.015256588072122,-0.01085776330076,0.050387596899225,0.040257844806616,0.023086919960248,0.029411764705882,0.027112232030265,1.5,1.5,1.5,-5.43895982204207E-16,1.81,2.38,0,-1,1,1,1,1,1,0,0,4,1,0,1,0,6,1,22,0,0,0,0,0
180,0,0,0,0.068493150684932,0.029539251886338,0.01802451333814,-0.009109311740891,0.018339768339768,-0.022482014388489,0.107594936708861,0.058219178082192,0.071428571428571,-0.048387096774194,1.5,1.5,2,1.95,0,-1,1,1,1,1,0,0,1,4,0,0,0,0,7,7,29,0,0,0,0,0
181,1,0,0,-0.00974025974026,0.023483365949119,0.020987266153121,0.080708661417323,0.125,0.05327868852459,0.111111111111111,0.035714285714286,-0.178571428571428,-0.214285714285715,-1.5,-1.5,2.13,2,0,0,1,1,0,0,0,0,0,1,1,0,0,1,5,43,44,0,0,0,0,0
182,1,0,1,-0.050607287449393,-0.026096033402923,-0.03125,0.055555555555556,0.06029106029106,0.03090588753487,0.078740157480315,-0.005205751115518,-0.016483516483517,0.048387096774194,0.214285714285714,-0.749999999999999,4,4.5,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,5,10,9,0,0,1,0,0
183,1,1,0,0.375,0.069230769230769,0.059251559251559,-0.142857142857143,-0.178571428571428,0.122950819672131,0.214285714285714,-0.056962025316457,-0.184210526315789,-1.76766194216367E-16,0.115384615384615,-1,1.97,2.77,0,1,0,1,1,1,0,0,1,4,1,0,0,0,5,12,44,0,0,0,0,1
184,0,1,0,-0.008263503010595,0.127218934911242,0.110824742268041,0.021401657874906,0.027884089666484,0.012505873423212,0.052631578947368,0.035714285714286,1.5,0.75,-1.5,0.75,1.98,3.75,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,7,19,46,0,0,1,0,0
185,0,0,1,-0.499999999999999,-0.23076923076923,-0.160714285714285,-0.017441860465116,0.107142857142857,0.035433070866142,0.083333333333333,0.041666666666667,-2.71947991102104E-16,-0.2,1,1,4.09,2.83,1,-1,1,1,1,1,1,1,0,5,0,0,0,0,4,5,0,0,0,0,0,0
186,0,0,0,-0.050751879699248,-0.042709232096635,-0.023824353783868,0.065217391304348,0.053398058252427,NA,0.1,0.036106750392465,0.5,0.357142857142857,-1.5,-0.749999999999999,2.44,3,0,-1,1,1,1,1,1,1,0,5,0,0,0,0,4,13,33,0,0,0,0,0
187,0,0,1,0.086614173228346,-0.008771929824562,0.005914467697907,-0.072519083969466,0.064935064935065,-0.085889570552147,0.049075391180654,0.034297713485768,1.5,1.5,1.5,1.5,2.25,1.95,1,1,0,1,0,0,0,0,0,1,0,0,0,0,6,47,33,0,0,1,0,0
188,0,0,1,-0.513333333333334,-0.410344827586207,-0.237864077669904,0.265957446808511,0.08814379536813,0.070665479634988,-0.166666666666667,0.032208588957055,-0.135338345864662,-0.214285714285714,1.5,0.5,1.86,1.89,1,-1,1,1,1,NA,1,0,1,4,0,0,0,0,7,7,0,0,0,0,0,0
189,0,0,0,0.097510373443983,0.067941952506596,0.040264562543514,0.093360995850622,0.049167327517843,0.032254294729461,0.067084078711986,0.03486441615938,-1,-1,-1,-0.749999999999999,3.14,3.83,0,1,0,1,1,0,NA,0,1,3,1,1,0,1,7,3,37,0,0,0,0,0
190,0,0,0,0.153543307086615,0.076196101594802,0.053864168618267,-0.072519083969466,-0.092335546167773,0.020653699619009,-0.066666666666667,0.058823529411765,0.026315789473684,-1.76766194216367E-16,-2.71947991102104E-16,1.5,1.79,1.87,0,0,1,1,0,1,0,0,NA,2,1,0,1,3,6,27,33,0,0,0,0,0
191,0,0,0,-0.057692307692308,-0.081395348837209,-0.056836902800659,-0.157205240174672,0.162162162162161,-0.026490066225166,0.06,0.032208588957055,1.5,1.5,-5.43895982204207E-16,1.5,1.74,1.87,0,1,0,1,1,1,1,0,NA,4,1,1,1,3,5,14,44,0,0,1,0,0
192,0,0,1,-0.06,-0.012485017978426,0.03851957042691,-0.047890535917902,0.150384705059454,0.032755605024646,-0.25,-0.166666666666667,1.5,1.5,0.5,-0.428571428571428,1.85,1.87,1,1,0,1,1,1,1,1,0,5,1,0,1,3,5,29,46,0,0,1,0,0
193,0,1,0,0.240506329113924,0.096153846153846,0.078521939953811,-0.051495016611296,-0.136363636363636,-0.045421773612112,0.1,-1.00000000000001,-0.244186046511628,-2.71947991102104E-16,-0.5,1.5,3,1.87,1,-1,1,1,1,1,1,0,NA,4,0,0,0,0,6,56,46,0,0,0,0,1
194,0,1,0,0.029244948599787,0.020327923707546,0.011994355597366,0.333333333333333,0.06221198156682,0.087815428983417,0.077981651376147,0.045454545454545,0.75,0.75,-1,-1.5,3.79,4.17,0,-1,1,1,1,0,1,0,0,3,0,0,0,0,6,9,52,0,0,0,0,1
195,NA,0,1,0.061757719714964,0.048247267244629,0.02711230571462,-0.142201834862385,NA,-0.04427645788337,0.117647058823529,0.125,0.214285714285714,1,1.5,0.2,2.58,1.67,1,-1,1,0,0,0,0,1,0,1,1,0,1,3,6,5,33,0,0,0,0,0
196,1,0,0,0.057692307692308,0.030612244897959,0.02,-0.0931744312026,NA,-0.044712224512447,0.047619047619048,0.111111111111111,-1.81298660734736E-16,-1.81298660734736E-16,2.03960993326578E-16,1,2.42,1.96,0,0,1,1,1,1,1,0,0,4,0,0,0,1,5,35,30,0,0,0,0,0
197,0,0,0,-0.136690647482014,-0.174193548387097,-0.094262295081967,0.043956043956044,0.005494505494505,0.012820512820513,0.045580110497238,0.034090909090909,-2.71947991102104E-16,-2.71947991102104E-16,2.03960993326578E-16,1.5,1.83,1.89,0,0,1,1,1,1,0,0,0,3,0,0,0,0,5,26,29,0,0,0,0,0
198,1,1,1,0.075289575289575,-0.081081081081081,-9.00827720525721E-16,0.044585987261147,0.047081380485726,0.025145830048873,0.067084078711986,0.038374076179648,0.071428571428571,0.5,-1.5,-1.5,4.2,4.1,1,-1,1,1,1,0,0,1,0,3,0,0,0,0,4,4,44,0,0,0,0,1
199,0,0,0,-0.083333333333333,-0.112244897959183,-0.048172757475083,0.020669291338583,0.018339768339768,0.009747932256794,0.052631578947368,0.02,-0.749999999999999,-1.5,-5.43895982204207E-16,-1,2.25,3.08,0,1,0,1,1,0,1,0,NA,3,0,0,0,0,6,6,15,0,0,0,0,0
200,1,0,1,0.116302691721686,-0.033783783783784,0.063157894736842,0.026315789473684,-0.33720930232558,NA,0.333333333333332,0.025316455696203,2.03960993326578E-16,1,-0.333333333333334,0.428571428571428,3,2.38,1,-1,1,1,1,0,1,0,0,3,1,0,0,0,5,23,46,0,0,0,1,0
201,0,0,0,0.3,0.166975881261596,0.150898203592815,0.037819799777531,0.072691552062868,0.036032468818056,0.052631578947368,0.023255813953488,0.06043956043956,0.055299539170507,0.642857142857142,1,3.29,2.83,0,-1,1,1,0,0,0,0,0,1,0,0,0,NA,6,8,46,0,0,1,0,0
202,0,1,0,0.072164948453608,-0.009694335196302,0.031329025007025,-0.067415730337079,-0.026773761713521,-0.020786262991414,0.25,0.032258064516129,0.111111111111111,-0.184931506849315,0.75,1.5,2.69,2.43,0,-1,1,1,1,1,1,0,0,4,0,0,0,0,7,13,52,0,0,1,0,0
203,0,0,1,0.075289575289575,0.065403422982885,0.023809523809524,0.042857142857143,-0.125000000000001,0.004373177842565,0.08502024291498,0.029801324503311,0.214285714285714,-0.5,1.5,1.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,17,0,0,1,0,0
204,0,0,1,0.109142452161588,0.05952380952381,0.03851957042691,0.060156571899464,0.047846889952153,0.026823784789519,0.214285714285714,-0.125,1.5,1.5,1.5,1,3,1.96,NA,-1,1,NA,1,1,0,1,0,4,0,0,0,0,7,11,46,0,0,0,0,0
205,0,0,1,0.333333333333333,0.133333333333333,0.095238095238095,-0.089041095890411,-0.006389776357828,-0.012518409425626,0.1,NA,0.375,-5.43895982204207E-16,1,2,3.29,1.97,1,-1,1,1,1,1,1,0,0,4,0,0,0,0,6,18,33,0,0,1,0,0
206,0,0,1,-0.666666666666667,-2,-2,-0.147727272727274,0.144827586206896,0.097260273972603,0.05,0.023255813953488,1.5,2.03960993326578E-16,1.5,1.5,1.57,4.19,1,-1,1,1,1,0,1,0,0,3,0,0,0,NA,6,47,52,0,0,1,0,0
207,0,0,0,-0.120347394540943,-0.072093023255814,-0.045112781954887,0.042339008142117,-0.185185185185185,-0.106312292358805,0.166666666666666,0.020069375619425,-1.58636328142894E-16,-7.76994260291725E-17,1.5,1.5,2,1.7,0,-1,1,1,0,0,0,1,1,2,0,0,0,0,6,7,33,0,NA,1,0,0
208,0,0,1,0.076138147566719,0.049281314168378,0.029923019617581,0.120665742024965,0.042516741940508,0.031645569620253,0.05,0.020833333333333,-5.43895982204207E-16,-5.43895982204207E-16,1.5,-5.43895982204207E-16,1.91,1.93,0,-1,1,1,1,0,0,0,0,2,1,0,1,0,6,12,23,0,0,0,0,0
209,0,1,NA,0.666666666666667,1.77635683940025E-15,0.947368421052635,0.107142857142857,0.13265306122449,0.059646539027982,-1,0.053311793214863,-0.999999999999999,0.333333333333333,-1.5,-0.749999999999999,NA,2.17,0,-1,NA,1,1,0,1,0,0,3,0,NA,0,0,6,31,0,0,0,0,0,1
210,0,0,0,0.375,0.214285714285714,0.375,0.333333333333333,-0.131041890440387,0.03090588753487,0.133333333333333,0.046511627906977,-5.43895982204207E-16,-5.43895982204207E-16,NA,1.5,2.89,1.87,0,1,0,1,1,1,0,0,0,3,0,0,0,0,5,11,37,0,0,0,0,0
211,0,NA,0,-0.100000000000001,-0.029411764705883,-0.022727272727273,-0.41860465116279,0.097643097643098,0.078337330135891,0.117647058823529,0.057142857142857,0.166666666666667,9.06493303673679E-17,-1.5,0.5,1.94,2.5,0,1,0,1,1,1,0,0,0,3,0,0,0,0,6,7,52,0,0,0,0,1
212,0,1,1,0.3,0.042533936651584,NA,-0.047890535917902,-0.060943643512451,-0.032524807056229,0.068034557235421,0.1,0.357142857142857,0.5,0.5,1.5,3,1.87,1,1,0,1,1,1,0,0,0,3,1,1,0,0,6,5,46,0,0,0,0,1
213,0,1,1,0.044444444444444,0.025641025641026,0.016260162601626,0.031563845050215,0.070603337612324,0.031994630271843,0.074175824175824,0.035714285714286,-2.71947991102104E-16,0.75,-1,-0.5,4,4,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,6,15,46,0,0,0,0,1
214,0,0,1,-0.026584867075665,-0.023895727733527,-0.013248847926267,0.050244113466411,0.068893528183716,-0.012644053562264,0.052631578947368,0.037037037037037,-0.2,0.142857142857143,0.214285714285714,-1.5,1.88,1.87,0,-1,1,1,1,0,0,0,0,2,1,0,1,0,6,6,33,0,0,0,0,0
215,1,0,0,0.034965034965035,-1.55803536568914E-17,-0.013248847926267,0.075949367088608,-0.093607305936073,-0.044964028776978,0.074803149606299,0.031900753212229,-0.068807339449541,-0.098901098901099,0.5,0.5,1.77,1.51,0,1,0,1,1,1,0,0,0,2,1,0,0,1,5,7,30,0,0,0,0,0
216,0,0,1,0.087591240875912,-0.033783783783784,0.214285714285714,0.136363636363637,0.087461300309598,0.100456621004566,0.06,0.04140127388535,-0.5,-0.269230769230769,-0.162162162162162,-0.5,1.77,1.83,1,-1,1,1,1,0,1,0,0,3,1,1,0,0,4,10,0,0,0,0,0,0
217,1,0,NA,-0.02510460251046,-0.015229822656533,-0.009484587545239,-0.11070110701107,-0.07977475363679,-0.04750593824228,0.08695652173913,0.042553191489362,-1,NA,-1.5,-1.5,NA,1.93,1,0,1,1,0,1,1,0,1,3,1,0,0,0,5,6,12,0,0,0,0,0
218,0,0,0,0.107142857142856,0.057692307692307,0.038461538461538,0.023272381857041,0.030888030888031,0.013674490730951,-4.55512885096024E-15,-0.25,-1,NA,1.5,-1.5,3,4.18,1,-1,1,1,1,0,0,1,1,4,NA,0,0,0,5,15,15,1,0,0,0,0
219,1,1,0,-0.166666666666666,-0.244897959183672,-0.111353711790393,-0.044701986754967,-0.026773761713521,-0.076500422654269,0.214285714285714,0.061046511627907,-0.067651632970451,-0.091054313099042,-1,-5.43895982204207E-16,4.2,4.1,0,-1,1,NA,1,0,1,0,0,3,0,0,0,1,6,41,37,0,0,1,0,0
220,1,0,1,0.020661157024793,-0.199999999999999,0.000453583308134,-0.048881955278211,-0.060469059056231,-0.030231645072635,0.066666666666667,0.02,0.5,0.461538461538461,0.142857142857143,0.111111111111111,1.96,1.98,1,1,0,1,1,1,0,0,0,3,1,0,0,0,5,NA,37,0,0,0,0,0
221,0,1,1,0.102760736196319,0.044478527607362,0.032377919320595,0.055122204888196,0.028278888347148,0.02312464749013,0.045454545454545,-0.25,-1,-1,0.214285714285714,-5.43895982204207E-16,2.58,2.54,1,-1,1,1,0,1,1,0,0,3,NA,0,1,3,6,13,44,0,0,0,0,0
222,0,0,0,0.250000000000001,-0.113636363636363,0.041095890410957,0.038391224862888,0.371428571428571,0.071752265861027,-1,-0.111111111111111,0.75,NA,-1.5,NA,1.84,2.08,1,0,1,1,0,1,1,1,0,4,0,0,0,1,4,NA,4,0,0,0,0,0
223,0,0,NA,0.002038547071905,0.072168718761429,0.040276373441186,-0.016778523489934,0.068893528183716,0.025191055759977,0.037037037037037,0.022222222222222,-0.071428571428571,2.03960993326578E-16,-0.749999999999999,1,1.98,1.85,0,0,1,1,1,1,1,0,0,4,0,0,0,0,7,22,33,0,0,0,0,0
224,0,1,NA,-0.666666666666667,-0.416666666666666,-0.264840182648402,0.05,0.023835319609968,0.016414686825054,0.071428571428572,0.020833333333333,0.2,-0.5,-0.5,1.5,2,3,0,0,1,1,1,1,0,0,0,3,NA,0,0,0,7,1,46,0,0,1,0,0
225,0,0,1,0.162162162162161,0.113924050632908,0.076212471131639,-0.015384615384615,-0.018194791295041,-0.009526558891455,0.080357142857143,0.01465002712968,-0.13265306122449,NA,-1.5,-0.749999999999999,1.84,2.57,1,0,1,1,0,0,1,0,0,2,1,1,0,NA,4,2,17,0,0,1,0,0
226,0,0,0,0.078740157480315,0.062893081761006,-0.006492711013108,0.101073345259392,-0.057863501483679,-0.079635684259692,0.105263157894737,0.0375,-0.142857142857143,-0.25,-1.5,1,2.56,2,0,0,1,1,1,0,1,0,0,3,1,1,0,0,5,11,33,0,0,0,0,0
227,1,0,1,0.039473684210526,-3.86289760088216E-17,0.015974440894569,0.073305222186182,0.023892100192678,0.032085561497326,0.142857142857143,-0.076530612244898,-0.071428571428571,-0.115384615384615,2.03960993326578E-16,-1.5,3,3,1,1,0,1,0,0,1,0,0,2,1,0,0,0,5,12,30,0,0,1,NA,0
228,0,0,0,0.375,0.039850804868473,0.375,0.019607843137255,-0.046914623837701,0.025537898604412,-0.500000000000001,0.01465002712968,-0.5,0.166666666666667,-1,-1.5,1.94,2.23,1,-1,1,1,1,1,0,1,1,5,1,0,0,0,3,27,0,0,0,0,0,0
229,NA,0,1,-0.999999999999996,-0.999999999999986,-0.499999999999996,-0.048085485307213,-0.063694267515924,-0.046827794561934,0.055772994129159,0.02621359223301,-1.5,-1.5,1.5,1.5,4,2.62,0,-1,1,1,1,1,1,0,0,4,NA,0,0,0,4,NA,23,NA,0,0,0,0
230,0,0,0,0.164835164835165,0.061131133906294,0.046464514442557,-0.032374100719425,-0.222222222222223,-0.070032573289902,0.062130177514793,-0.082677165354331,0.009174311926605,0.033149171270718,1.5,1,1.9,1.42,1,-1,1,0,0,1,0,0,0,1,1,0,1,3,4,9,15,0,0,0,0,0
231,1,0,0,0.156911581569116,0.023483365949119,-0.03,-0.087155963302752,-0.188775510204081,-0.062841530054645,0.052631578947368,0.034811758638473,0.112244897959184,0.214285714285714,-0.749999999999999,-0.5,2.42,3.08,0,1,0,1,1,0,0,1,0,3,1,0,0,0,5,12,37,0,0,1,0,0
232,0,0,0,0.042462146148782,-0.002958579881657,0.02983219390926,-0.092105263157895,0.053432948742198,-0.025096525096525,-0.25,0.060145808019441,-1,-0.5,-1.5,-5.43895982204207E-16,2.58,1.96,0,-1,1,1,1,1,0,0,0,3,0,0,0,0,5,10,22,0,0,0,0,0
233,1,1,0,-0.128640776699029,-0.065217391304348,0.038695038940332,-0.089735709895513,-0.058699225170228,-0.044097995545657,0.049075391180654,0.0375,-1.5,-1.5,-1.5,-0.749999999999999,2.58,2.5,0,0,1,1,1,0,0,1,1,4,0,0,0,0,6,8,33,0,0,0,0,1
234,1,0,0,-0.043918918918919,-0.043859649122807,-0.021978021978022,-0.077836411609499,0.053398058252427,0.122950819672131,0.037037037037037,0.026315789473684,-0.642857142857143,-2.71947991102104E-16,NA,1.5,2.16,1.83,0,-1,1,0,0,0,0,0,0,0,1,0,0,0,4,12,0,0,0,1,0,0
235,1,0,1,-0.042094455852156,0.26923076923077,-0.006624423963134,-0.142857142857143,0.615384615384621,NA,0.1,0.047619047619048,-0.184210526315789,-0.125,-1.5,-1.5,1.86,1.7,0,0,1,1,0,1,0,1,0,3,0,0,0,1,5,10,33,0,0,0,0,0
236,1,1,1,0.014799154334037,-0.002945508100147,NA,0.008358208955224,0.052380952380952,0.023536998226665,0.03125,0.017857142857143,0.333333333333333,0.75,-0.5,-1.5,1.9,2.92,0,1,0,1,1,1,0,1,0,4,1,0,0,0,5,8,37,0,0,0,0,1
237,0,0,0,-0.019906561040016,-0.015931518249911,-0.008932696750347,0.34487021013597,-0.135338345864662,0.044362002299091,0.499999999999998,0.04140127388535,-0.071428571428572,-0.115384615384616,1.5,1.5,NA,1.93,0,-1,1,1,1,0,0,0,0,2,NA,0,1,1,6,2,52,0,0,0,0,0
238,0,0,0,0.060483870967742,0.03747597693786,0.023283346487766,NA,-0.058219178082192,-0.029742527374963,0.066666666666667,0.026315789473684,-0.064681724845996,NA,-1.5,-0.5,2.53,1.99,0,1,0,1,1,0,0,1,0,3,1,0,0,1,3,8,46,0,0,1,0,0
239,0,0,1,-0.054404687173049,0.030550621669627,0.027140974967062,0.131578947368421,0.004141358365544,0.014553014553015,0.035648994515539,0.035309503051439,0.25,0.236842105263158,-5.43895982204207E-16,1.5,2.25,2.15,1,0,1,1,1,0,0,0,NA,2,0,0,0,0,4,8,3,0,0,0,0,0
240,1,0,0,0.063953488372093,-0.009190425618822,0.03851957042691,-0.040164778578785,-0.185185185185185,-0.03387703889586,0.035714285714286,0.023809523809524,0.333333333333333,0.2,-1.5,-1,2.44,4,1,1,0,NA,1,0,1,1,0,4,0,0,0,0,5,20,37,0,0,0,0,0
241,1,0,1,-0.040828856485035,-0.026118225979434,-0.015947467166979,0.002820306204674,-0.00460207887011,-0.000674536256324,0.08,0.037037037037037,0.25,0.75,1.5,1.5,2.69,1.92,1,1,0,1,1,NA,1,0,0,4,1,1,0,1,4,23,14,0,0,1,0,0
242,1,0,0,-0.043685173886516,-0.028288251084039,-0.017231213982769,-0.046511627906977,0.285714285714286,-0.013157894736842,-0.091836734693878,0.118421052631578,-0.214285714285714,-0.214285714285714,1.5,-1.5,2.32,2.92,0,-1,1,0,0,0,0,1,0,1,NA,0,0,0,4,7,0,0,0,1,NA,0
243,0,1,0,0.034965034965035,0.019957736557877,NA,-0.003239740820735,-0.066568047337278,-0.040753724802805,-0.166666666666667,0.067567567567568,1.5,1.5,-1,1.5,1.9,NA,1,0,1,1,1,0,1,0,0,3,1,1,0,0,5,25,30,0,0,0,NA,1
244,NA,1,0,-0.083333333333333,-0.265060240963855,-0.107042253521127,0.063947078280044,0.155172413793103,0.066214599122457,0.048076923076923,0.027080062794349,-2.71947991102104E-16,0.333333333333333,0.5,-1.5,3.64,4.4,0,-1,1,1,1,NA,0,1,0,3,0,0,0,0,6,1,46,0,0,0,0,1
245,0,0,0,0.107142857142857,0.054339428277105,0.019302284398796,0.03614964270702,0.300000000000001,0.036698627561572,0.045454545454545,0.032258064516129,0.111111111111111,0.111111111111111,-5.43895982204207E-16,-5.43895982204207E-16,1.94,1.78,0,1,0,1,1,1,0,0,0,3,0,0,0,0,6,12,46,0,0,0,0,0
246,1,1,1,0.028801843317972,0.017857142857143,0.011026991441738,-0.085051546391753,-0.046914623837701,-0.030339389784025,0.058823529411765,-0.2,-1.5,0.428571428571428,-5.43895982204207E-16,-1.5,2.44,2.5,0,1,0,1,1,0,0,0,0,NA,1,0,0,0,4,8,9,0,0,0,0,1
247,0,0,1,0.173076923076923,0.068493150684931,0.04989604989605,0.023972602739726,0.0727969348659,0.082443683914798,0.08595988538682,0.037037037037037,0.25,0.111111111111111,-0.375,-0.749999999999999,3.64,3.83,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0
248,1,1,1,0.063333333333333,0.053375196232339,0.029378531073446,0.051569506726457,0.004850444624091,0.012660206314473,0.125,0.0375,-0.244186046511628,-0.749999999999999,-1.5,-0.5,4.17,4.4,1,-1,1,1,1,0,0,0,0,2,0,0,0,1,5,11,29,0,0,1,0,0
249,0,0,0,-0.042094455852156,0.032294404806609,0.022303516639132,-1.67248014527794E-15,0.17741935483871,0.13265306122449,-0.25,0.083333333333333,-0.0625,-0.142857142857143,-0.5,-1,2,2.77,0,-1,1,1,1,1,1,0,0,4,1,0,0,0,3,1,4,0,0,0,0,0
250,1,0,1,-0.050607287449393,-0.02048288145656,-0.014608371322006,-0.083333333333333,NA,-0.1,0.068034557235421,0.047683923705722,0.166666666666667,0.2,-1.5,0.5,3.25,3.5,1,1,0,1,1,1,0,0,0,3,0,0,0,0,4,12,29,0,0,1,0,0
251,0,0,1,0.044444444444444,0.044459285407623,-0.017892761923571,0.028131634819533,-0.11386442760598,0.02312464749013,0.071428571428571,0.03030303030303,-0.076923076923077,-0.166666666666667,-1,-1,1.97,2.67,0,1,0,1,0,1,0,0,0,NA,0,0,0,0,7,9,52,0,0,0,0,0
252,1,0,1,-0.048837209302326,-0.034072900158479,-0.020214236351071,-0.082677165354331,-0.129533678756476,NA,0.038461538461539,0.027777777777778,-0.290322580645161,-0.290322580645161,1,1.5,1.9,1.57,0,-1,1,1,1,1,0,0,0,3,1,0,0,0,5,11,14,0,0,0,0,0
253,1,0,0,-0.00711743772242,-0.057057057057057,-0.019626168224299,0.184210526315789,-0.178571428571428,-0.499999999999994,0.053500660501982,0.048837209302326,-0.139072847682119,-0.221311475409836,-1.5,-1.5,3,3.17,0,1,0,1,0,0,0,0,1,2,0,0,0,0,5,10,52,0,0,0,0,0
254,0,0,1,-0.069948186528498,0.021335440537337,-0.111111111111111,0.151053864168618,-0.214285714285713,-0.05216122560642,0.499999999999998,-0.25,-0.25,-0.5,1.5,1.5,4.01,3.83,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,5,10,15,0,0,0,0,0
255,0,0,0,-0.066076294277929,-0.041666666666667,-0.025623268698061,-0.040428472702142,-0.004747350947143,-0.123711340206186,0.333333333333333,0.26923076923077,-0.026315789473684,-0.02054794520548,-5.43895982204207E-16,1.5,2.08,1.72,0,1,0,1,1,0,0,0,0,2,1,1,0,0,NA,10,46,0,0,1,0,0
256,1,0,1,-0.063589412524209,-0.043418226449831,-0.025806451612903,-0.15625,-0.126373626373626,-0.070032573289902,0.070841889117043,0.035343035343035,-0.375,-0.428571428571428,-1.5,2.03960993326578E-16,2.79,2.79,1,1,0,1,0,1,0,0,0,2,0,0,0,0,4,7,33,0,0,NA,0,0
257,0,0,0,0.095238095238095,-0.059264897781644,0.214285714285714,-0.063700022588661,-0.004888735516794,-0.029742527374963,-0.500000000000001,0.111111111111111,-0.046501328609389,0.005181347150259,-1.5,-9.51817968857363E-16,3.58,2,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,3,20,0,0,0,0,0,0
258,0,0,0,-3.73928487765393E-17,0.049357674104124,0.008064516129032,0.089783281733746,-0.116402116402116,-0.044712224512447,0.333333333333333,-0.111111111111111,0.25,0.333333333333333,NA,1.5,2.25,1.72,0,-1,1,1,0,1,1,0,0,3,1,1,0,0,7,6,46,0,0,0,0,0
259,0,1,0,0.454545454545454,0.127218934911242,0.038461538461538,-0.05,-0.140287769784172,-0.046684709066306,0.051495016611296,0.005316792202038,0.048387096774193,0.048387096774193,-1,1,2.58,2.92,0,NA,0,1,1,1,0,0,0,3,0,0,0,0,6,5,52,0,0,0,0,1
260,0,0,1,-0.070190641247834,0.10185917721519,-0.021176785953626,-0.15625,0.093264248704663,0.008798729072467,0.043478260869565,0.083333333333333,-0.125,-0.25,-1,0.5,2.25,1.99,0,-1,1,1,1,1,0,0,0,3,1,0,0,0,3,13,0,0,0,0,0,0
261,1,0,0,0.068493150684932,0.006160164271047,0.014240506329114,-0.048085485307213,0.042516741940508,0.100456621004566,0.125,0.031914893617021,-5.43895982204207E-16,-5.43895982204207E-16,-1.5,-1.5,1.74,2.15,0,0,1,NA,0,0,1,1,0,3,1,0,0,0,4,19,33,0,0,0,0,0
262,0,0,1,-0.118421052631579,-0.023895727733527,0.03766208738265,0.173076923076923,0.026785714285714,0.02720207253886,0.052631578947368,0.024390243902439,-1.5,-0.5,1.5,-1.5,4.41,4.4,0,-1,1,NA,1,0,1,0,0,3,0,0,0,0,3,3,0,1,0,0,0,0
263,0,0,1,-0.076023391812866,-0.037174721189591,-0.025250119104335,-0.015432980851672,-0.004228329809725,-0.004320088411112,0.076923076923077,0.045454545454546,-2.71947991102104E-16,-2.71947991102104E-16,-0.75,1,2.25,1.94,1,-1,1,1,1,1,0,0,0,3,0,0,0,0,5,26,22,0,NA,0,0,0
264,1,0,0,-0.069381598793364,-0.046306504961411,-0.027859237536657,0.030612244897959,0.035872546950834,0.021945243421754,0.049450549450549,0.05,-5.43895982204207E-16,-0.115384615384616,-1.5,-0.5,1.91,2.86,0,0,1,1,1,1,1,0,0,4,1,1,0,0,4,6,17,0,0,1,0,0
265,0,0,1,0.048262548262548,0.041208791208791,0.032377919320595,-0.009109311740891,-0.016375545851528,NA,0.083333333333333,0.028571428571429,-1.5,-1,1.5,-0.749999999999999,4.26,4.18,1,-1,1,1,1,0,1,0,0,3,0,0,0,0,4,5,0,1,0,0,NA,0
266,1,0,1,0.026639344262295,0.017402376910017,0.010527969830295,0.090575275397797,0.045081967213115,0.032755605024646,0.105263157894737,0.033333333333333,-2.71947991102104E-16,-2.71947991102104E-16,1.5,1,4.09,3.42,1,-1,1,1,1,0,0,0,0,2,0,0,0,0,5,26,0,0,0,0,0,0
267,0,1,0,-0.285714285714287,-0.002958579881657,-0.011210762331839,-0.3,-0.131041890440387,-0.3,0.035714285714286,0.249999999999999,-0.749999999999999,-0.749999999999999,-1,-1,3.29,4,0,1,0,NA,1,0,0,0,0,2,0,0,0,0,5,13,22,0,0,0,0,1
